"","coords.x1","coords.x2","cluster"
"10064",529024.000000114,182148.999999559,2
"10065",527358.000000107,185117.999999591,2
"10066",526281.000000103,184785.999999611,2
"10067",530846.000000123,182082.999999521,2
"10068",530790.000000123,182108.999999521,2
"10069",526183.000000102,185023.999999613,2
"10070",530037.000000119,184234.999999536,2
"10071",530525.000000121,181571.999999528,2
"10072",530264.00000012,181360.999999532,2
"10073",524956.000000097,184708.999999635,2
"10074",527023.000000106,184400.999999598,2
"10075",524949.000000097,185147.999999635,2
"10076",528823.000000114,183839.999999562,2
"10077",527209.000000107,183783.999999594,2
"10078",530328.00000012,182068.999999531,2
"10079",530415.000000121,181540.99999953,2
"10080",528986.000000114,183330.999999559,2
"10081",528233.000000111,184867.999999572,2
"10082",531270.000000125,181957.99999951,2
"10083",527459.000000108,184163.999999589,2
"10084",524929.000000097,184792.999999634,2
"10085",530091.000000119,181264.999999537,2
"10086",530927.000000123,182071.999999519,2
"10087",530416.000000121,181336.99999953,2
"10088",529078.000000115,184193.999999557,2
"10089",530355.00000012,182122.999999531,2
"10090",529835.000000118,184346.999999541,2
"10091",530888.000000123,182007.99999952,2
"10092",526277.000000103,184477.999999611,2
"10093",528067.00000011,185295.999999576,2
"10094",528824.000000114,185019.999999561,2
"10095",531175.000000124,181923.999999514,2
"10096",524961.000000097,185210.999999633,2
"10097",529166.000000115,185299.999999554,2
"10098",524827.000000097,184661.999999637,2
"10099",528040.00000011,185011.999999578,2
"10100",530519.000000121,182727.999999527,2
"10101",528223.000000111,183929.999999574,2
"10102",530676.000000122,182850.999999524,2
"10103",524196.000000094,185501.999999647,2
"10104",530353.00000012,181390.999999531,2
"10105",528968.000000114,183632.999999559,2
"10106",530790.000000122,182760.999999521,2
"10107",531310.000000125,181896.999999511,2
"10108",528511.000000112,185013.999999568,2
"10109",526654.000000104,185847.999999603,2
"10110",529882.000000118,181288.999999541,2
"10111",530132.000000119,181243.999999536,2
"10112",525640.0000001,185336.999999623,2
"10113",528339.000000111,184639.999999571,2
"10114",526147.000000102,184724.999999613,2
"10115",528642.000000113,186121.999999564,2
"10116",528164.000000111,185013.999999574,2
"10117",528011.00000011,185059.999999578,2
"10118",525109.000000098,184688.999999632,2
"10119",525109.000000098,184688.999999632,2
"10120",524966.000000097,184255.999999634,2
"10121",530309.00000012,181238.999999532,2
"10122",525245.000000098,185181.999999629,2
"10123",525222.000000098,185790.999999629,2
"10124",529057.000000115,183286.999999557,2
"10125",529755.000000118,185022.999999542,2
"10126",529843.000000118,182768.999999541,2
"10127",531135.000000124,181690.999999514,2
"10128",529446.000000116,183195.99999955,2
"10129",528235.000000111,185024.999999573,2
"10130",529337.000000116,181810.999999553,2
"10131",529276.000000115,184441.999999552,2
"10132",525145.000000098,185513.999999631,2
"10133",526572.000000104,185489.999999605,2
"10134",529714.000000118,184368.999999543,2
"10135",529642.000000117,184378.999999545,2
"10136",529550.000000117,182425.999999548,2
"10137",529131.000000115,185708.999999555,2
"10138",525521.0000001,184338.999999624,2
"10139",526282.000000103,184232.999999612,2
"10140",526952.000000105,184790.999999598,2
"10141",528724.000000113,182895.999999564,2
"10142",530528.000000121,181607.999999528,2
"10143",530834.000000123,182107.999999521,2
"10144",528136.00000011,184586.999999576,2
"10145",530087.000000119,182563.999999536,2
"10146",526817.000000105,185493.999999599,2
"10147",529260.000000115,185213.999999552,2
"10148",527646.000000108,184242.999999585,2
"10149",528992.000000114,183395.999999559,2
"10150",527291.000000107,184478.999999592,2
"10151",527239.000000107,185576.999999592,2
"10152",529288.000000116,183425.999999553,2
"10153",527110.000000106,185336.999999595,2
"10154",528055.00000011,184198.999999577,2
"10155",528979.000000114,183925.999999558,2
"10156",529886.000000118,181365.999999542,2
"10157",529290.000000116,183600.999999552,2
"10158",528117.00000011,183966.999999576,2
"10159",526907.000000105,183853.999999599,2
"10160",528090.00000011,184098.999999576,2
"10161",527105.000000106,184844.999999595,2
"10162",525247.000000098,185588.999999629,2
"10163",530607.000000122,181955.999999525,2
"10164",531078.000000124,181350.999999515,2
"10165",526908.000000105,184435.9999996,2
"10166",529486.000000117,185203.999999548,2
"10167",525677.0000001,185141.999999622,2
"10168",526373.000000103,184886.999999609,2
"10169",528807.000000114,183560.999999562,2
"10170",530017.000000119,181336.999999539,2
"10171",524693.000000096,184682.999999639,2
"10172",529596.000000117,183583.999999546,2
"10173",530308.00000012,182929.999999531,2
"10174",529264.000000115,183632.999999554,2
"10175",530055.000000119,183928.999999535,2
"10176",527158.000000106,184755.999999594,2
"10177",528282.000000111,186429.999999571,2
"10178",526556.000000104,184705.999999604,2
"10179",530790.000000123,182756.999999521,2
"10180",528282.000000111,186429.999999571,2
"10181",530887.000000123,182119.999999519,2
"10182",529347.000000116,182308.999999553,2
"10183",530396.000000121,181473.999999529,2
"10184",526288.000000103,184347.99999961,2
"10185",529516.000000117,181937.999999548,2
"10186",525634.0000001,185339.999999622,2
"10187",529678.000000117,181411.999999546,2
"10188",530828.000000123,181858.999999521,2
"10189",526642.000000104,183938.999999605,2
"10190",530957.000000123,182003.999999517,2
"10191",528350.000000111,183845.999999571,2
"10192",529495.000000117,183144.999999549,2
"10193",527122.000000106,185467.999999594,2
"10194",525706.0000001,184629.999999621,2
"10195",531120.000000124,181724.999999515,2
"10196",525957.000000101,184349.999999616,2
"10197",528877.000000114,183757.999999561,2
"10198",530731.000000122,181950.999999523,2
"10199",528813.000000113,185462.999999561,2
"10200",529761.000000118,182844.999999544,2
"10201",528766.000000113,183585.999999562,2
"10202",530973.000000123,182244.999999518,2
"10203",525857.000000101,185865.999999618,2
"10204",525123.000000098,185520.999999631,2
"10205",529680.000000117,185205.999999544,2
"10206",528988.000000114,185513.999999557,2
"10207",529758.000000118,181533.999999544,2
"10208",530311.00000012,181751.999999531,2
"10209",524048.000000094,185599.99999965,2
"10210",530257.00000012,182085.999999533,2
"10211",529338.000000116,183744.999999552,2
"10212",530849.000000123,182076.99999952,2
"10213",527324.000000107,184580.999999591,2
"10214",530740.000000122,181548.999999523,2
"10215",526665.000000104,185341.999999603,2
"10216",528073.00000011,185096.999999576,2
"10217",527058.000000106,184718.999999596,2
"10218",530640.000000122,181950.999999524,2
"10219",526365.000000103,185624.999999608,2
"10220",527724.000000109,184452.999999583,2
"10221",530147.00000012,181517.999999536,2
"10222",529889.000000118,181923.999999541,2
"10223",530738.000000122,181929.999999523,2
"10224",530036.000000119,181068.999999538,2
"10225",529310.000000116,185286.999999551,2
"10226",529504.000000117,183265.999999548,2
"10227",530144.00000012,182487.999999535,2
"10228",528958.000000114,183316.999999559,2
"10229",529295.000000116,185347.999999551,2
"10230",528115.00000011,185693.999999576,2
"10231",525813.000000101,183929.999999619,2
"10232",530028.000000119,181528.999999539,2
"10233",527414.000000107,184514.999999589,2
"10234",530303.00000012,181229.999999532,2
"10235",529915.000000119,184890.999999539,2
"10236",528661.000000113,185903.999999564,2
"10237",527076.000000106,183889.999999598,2
"10238",530243.00000012,182792.999999533,2
"10239",527253.000000107,184935.999999593,2
"10240",527164.000000106,183960.999999595,2
"10241",529024.000000114,182097.999999559,2
"10242",528926.000000114,184825.999999559,2
"10243",528206.000000111,184417.999999575,2
"10244",529748.000000118,184369.999999543,2
"10245",530231.00000012,181218.999999533,2
"10246",525614.0000001,185890.999999623,2
"10247",524000.000000094,185556.999999651,2
"10248",527334.000000107,185780.99999959,2
"10249",528971.000000114,183297.999999559,2
"10250",530464.000000121,182402.999999528,2
"10251",527955.00000011,185593.999999579,2
"10252",529303.000000116,183279.999999553,2
"10253",531270.000000125,181957.99999951,2
"10254",526746.000000105,184659.999999602,2
"10255",525972.000000101,184058.999999616,2
"10256",529456.000000116,181691.99999955,2
"10257",530361.00000012,182124.999999531,2
"10258",524309.000000095,185141.999999646,2
"10259",526697.000000104,185643.999999603,2
"10260",530296.00000012,181948.999999532,2
"10261",528909.000000114,185354.999999559,2
"10262",529406.000000116,183113.99999955,2
"10263",529655.000000117,184748.999999543,2
"10264",531364.000000125,181990.999999508,2
"10265",527314.000000107,184566.999999591,2
"10266",530641.000000122,181442.999999525,2
"10267",527319.000000107,184948.999999592,2
"10268",525738.0000001,185751.99999962,2
"10269",527883.000000109,184183.99999958,2
"10270",526412.000000103,184523.999999608,2
"10271",525326.000000099,184561.999999628,2
"10272",529560.000000117,183462.999999547,2
"10273",525467.000000099,185208.999999625,2
"10274",527481.000000108,184389.999999589,2
"10275",529550.000000117,181747.999999547,2
"10276",526542.000000104,185121.999999606,2
"10277",525945.000000101,185560.999999616,2
"10278",525193.000000098,184383.99999963,2
"10279",525132.000000098,185485.999999631,2
"10280",528295.000000111,186381.999999571,2
"10281",527111.000000106,184730.999999596,2
"10282",530903.000000123,182415.999999519,2
"10283",525834.000000101,186165.999999618,2
"10284",526288.000000103,184347.99999961,2
"10285",530686.000000122,182942.999999523,2
"10286",525152.000000098,184384.999999631,2
"10287",525791.000000101,184375.999999619,2
"10288",528964.000000114,184691.999999559,2
"10289",528763.000000113,185029.999999562,2
"10290",526559.000000104,185990.999999604,2
"10291",529285.000000116,181784.999999555,2
"10292",526022.000000102,185879.999999614,2
"10293",530090.000000119,181557.999999536,2
"10294",525411.000000099,183831.999999627,2
"10295",530147.00000012,181517.999999536,2
"10296",526589.000000104,185662.999999604,2
"10297",529908.000000118,184841.999999539,2
"10298",529310.000000116,185235.999999551,2
"10299",525554.0000001,185482.999999624,2
"10300",526685.000000104,185234.999999603,2
"10301",526541.000000104,185143.999999606,2
"10302",530265.00000012,181554.999999534,2
"10303",525548.0000001,186184.999999623,2
"10304",529023.000000114,182103.999999558,2
"10305",530631.000000122,181379.999999525,2
"10306",525313.000000099,184795.999999628,2
"10307",529589.000000117,181595.999999548,2
"10308",524847.000000097,185307.999999636,2
"10309",526449.000000103,185679.999999607,2
"10310",527484.000000108,184816.999999588,2
"10311",529251.000000115,184343.999999552,2
"10312",528041.00000011,184120.999999578,2
"10313",524685.000000096,185206.999999638,2
"10314",529088.000000115,183667.999999557,2
"10315",525559.0000001,184589.999999623,2
"10316",528331.000000111,184398.999999572,2
"10317",529139.000000115,185724.999999554,2
"10318",527801.000000109,184553.999999582,2
"10319",528251.000000111,185602.999999572,2
"10320",528331.000000111,184398.999999572,2
"10321",528331.000000111,184398.999999572,2
"10322",527062.000000106,185546.999999596,2
"10323",529246.000000115,183677.999999554,2
"10324",529545.000000117,184229.999999547,2
"10325",529185.000000115,185767.999999554,2
"10326",526673.000000104,184087.999999603,2
"10327",529029.000000115,182114.999999558,2
"10328",525475.000000099,185344.999999625,2
"10329",529424.000000116,182187.99999955,2
"10330",526434.000000103,184512.999999607,2
"10331",526428.000000103,184515.999999608,2
"10332",530361.000000121,182123.99999953,2
"10333",529924.000000119,181518.999999541,2
"10334",528991.000000114,184589.999999557,2
"10335",527354.000000107,184158.999999591,2
"10336",528916.000000114,184683.999999559,2
"10337",528916.000000114,184683.999999559,2
"10338",528363.000000111,184411.99999957,2
"10339",526321.000000103,184940.99999961,2
"10340",530490.000000121,181400.999999528,2
"10341",525727.0000001,183480.999999621,2
"10342",531374.000000125,181811.999999508,2
"10343",531374.000000125,181811.999999508,2
"10344",528764.000000113,184695.999999563,2
"10345",530225.00000012,181644.999999534,2
"10346",525739.0000001,184220.999999621,2
"10347",526239.000000102,184929.999999612,2
"10348",529592.000000117,182303.999999547,2
"10349",526993.000000106,184625.999999598,2
"10350",530418.000000121,182971.999999529,2
"10351",530873.000000123,182160.99999952,2
"10352",528331.000000111,184398.999999572,2
"10353",530627.000000122,182136.999999524,2
"10354",528075.00000011,184029.999999577,2
"10355",528362.000000112,183862.999999571,2
"10356",527016.000000106,184340.999999597,2
"10357",529205.000000115,182175.999999555,2
"10358",526277.000000103,185113.999999609,2
"10359",528469.000000112,184344.999999569,2
"10360",528559.000000112,183865.999999567,2
"10361",528254.000000111,184321.999999573,2
"10362",530021.000000119,184366.999999537,2
"10363",529253.000000115,182271.999999553,2
"10364",530959.000000123,181587.999999518,2
"10365",528544.000000112,184634.999999568,2
"10366",529417.000000116,181695.999999552,2
"10367",524105.000000094,185661.999999649,2
"10368",526020.000000102,184383.999999615,2
"10369",526401.000000103,185715.999999607,2
"10370",529765.000000118,184297.999999542,2
"10371",525567.0000001,184536.999999624,2
"10372",528296.000000111,185025.999999572,2
"10373",526051.000000102,185809.999999614,2
"10374",528251.000000111,185602.999999572,2
"10375",530950.000000123,182515.999999517,2
"10376",530732.000000122,181948.999999522,2
"10377",530404.000000121,181821.999999531,2
"10378",524372.000000095,185257.999999644,2
"10379",526060.000000102,185475.999999615,2
"10380",526715.000000104,184288.999999603,2
"10381",530841.000000123,181681.999999521,2
"10382",530718.000000122,182313.999999523,2
"10383",529174.000000115,182240.999999555,2
"10384",525056.000000098,185954.999999633,2
"10385",530944.000000123,181682.999999518,2
"10386",527419.000000107,185571.999999588,2
"10387",526293.000000103,184702.999999611,2
"10388",525521.0000001,184338.999999624,2
"10389",529789.000000118,182521.999999542,2
"10390",527829.000000109,184074.999999582,2
"10391",526955.000000105,184301.999999598,2
"10392",528756.000000113,183758.999999563,2
"10393",527975.00000011,185524.999999577,2
"10394",529616.000000117,182818.999999546,2
"10395",528217.000000111,183829.999999575,2
"10396",527081.000000106,185592.999999596,2
"10397",526266.000000103,185178.999999611,2
"10398",527585.000000108,185616.999999585,2
"10399",530395.000000121,182725.99999953,2
"10400",528899.000000114,184272.99999956,2
"10401",526560.000000104,184487.999999605,2
"10402",530039.000000119,181146.999999539,2
"10403",530526.000000121,181550.999999528,2
"10404",525498.0000001,183547.999999626,2
"10405",527112.000000106,184563.999999595,2
"10406",529837.000000118,184383.999999541,2
"10407",528828.000000114,183652.999999562,2
"10408",526282.000000103,184232.999999612,2
"10409",529946.000000119,182673.999999539,2
"10410",527447.000000108,185087.999999588,2
"10411",530726.000000122,181964.999999523,2
"10412",529141.000000115,184413.999999555,2
"10413",531306.000000125,182058.99999951,2
"10414",524667.000000096,184955.99999964,2
"10415",527610.000000108,185897.999999586,2
"10416",526774.000000105,184510.999999602,2
"10417",529041.000000115,183859.999999557,2
"10418",528956.000000114,185271.999999559,2
"10419",526209.000000102,184954.999999612,2
"10420",525575.0000001,185462.999999623,2
"10421",530793.000000123,182057.999999522,2
"10422",527847.000000109,185237.99999958,2
"10423",527879.000000109,184110.999999581,2
"10424",529077.000000115,183619.999999556,2
"10425",529656.000000117,182436.999999545,2
"10426",528957.000000114,185326.999999558,2
"10427",526936.000000105,185016.999999598,2
"10428",528407.000000112,184329.99999957,2
"10429",525237.000000098,184211.99999963,2
"10430",531280.000000125,182097.99999951,2
"10431",529713.000000117,185040.999999542,2
"10432",526268.000000103,184288.999999611,2
"10433",528772.000000113,185053.999999562,2
"10434",529728.000000118,184791.999999543,2
"10435",528347.000000111,184417.999999571,2
"10436",526784.000000105,184897.999999601,2
"10437",531427.000000126,181746.999999506,2
"10438",527608.000000108,184977.999999585,2
"10439",530147.00000012,181517.999999536,2
"10440",526981.000000106,185262.999999597,2
"10441",530736.000000122,181935.999999522,2
"10442",526234.000000102,183904.999999612,2
"10443",528103.00000011,185441.999999576,2
"10444",525593.0000001,185375.999999625,2
"10445",530454.000000121,182832.999999529,2
"10446",528780.000000113,184714.999999562,2
"10447",529172.000000115,181987.999999556,2
"10448",529788.000000118,183739.999999542,2
"10449",529773.000000118,183667.999999542,2
"10450",530105.000000119,181230.999999537,2
"10451",526788.000000105,185440.999999601,2
"10452",526879.000000105,185429.999999598,2
"10453",525467.000000099,184257.999999625,2
"10454",529334.000000116,181695.999999553,2
"10455",525641.0000001,186082.999999622,2
"10456",526352.000000103,185280.99999961,2
"10457",524941.000000097,184703.999999635,2
"10458",527451.000000108,184651.999999589,2
"10459",529557.000000117,185358.999999547,2
"10460",529765.000000118,184297.999999542,2
"10461",529587.000000117,182859.999999547,2
"10462",528997.000000114,184294.999999558,2
"10463",528098.00000011,187138.999999574,2
"10464",525741.0000001,184444.999999621,2
"10465",530466.000000121,181323.999999529,2
"10466",528554.000000112,187331.999999565,2
"10467",529684.000000117,182260.999999545,2
"10468",528803.000000113,185530.999999562,2
"10469",526687.000000104,186114.999999603,2
"10470",524863.000000097,185082.999999635,2
"10471",530701.000000122,182178.999999523,2
"10472",526006.000000102,184554.999999616,2
"10473",527416.000000107,184138.999999589,2
"10474",528046.00000011,184219.999999578,2
"10475",527226.000000107,183942.999999593,2
"10476",525116.000000098,184068.999999632,2
"10477",529270.000000115,184409.999999553,2
"10478",529166.000000115,185299.999999554,2
"10479",524743.000000096,184573.999999639,2
"10480",527602.000000108,185025.999999585,2
"10481",526148.000000102,184502.999999614,2
"10482",524247.000000095,185211.999999646,2
"10483",531269.000000125,181984.99999951,2
"10484",528940.000000114,184539.999999559,2
"10485",530248.00000012,181428.999999533,2
"10486",525251.000000098,184552.999999629,2
"10487",528819.000000114,183989.999999562,2
"10488",528816.000000113,183982.999999563,2
"10489",528086.00000011,185705.999999575,2
"10490",530617.000000122,182187.999999525,2
"10491",525212.000000098,184892.99999963,2
"10492",528787.000000113,183800.999999563,2
"10493",530323.00000012,181250.999999532,2
"10494",528143.00000011,184130.999999575,2
"10495",526480.000000103,184689.999999607,2
"10496",525154.000000098,184122.999999632,2
"10497",527200.000000106,185319.999999593,2
"10498",527269.000000107,185670.999999591,2
"10499",528336.000000111,185524.99999957,2
"10500",524555.000000096,184934.999999641,2
"10501",530888.000000123,182007.99999952,2
"10502",530140.00000012,181568.999999535,2
"10503",527297.000000107,185409.999999591,2
"10504",527415.000000107,185486.999999589,2
"10505",531247.000000125,181845.999999511,2
"10506",526407.000000103,185713.999999608,2
"10507",527562.000000108,185359.999999586,2
"10508",527122.000000106,185467.999999594,2
"10509",528658.000000113,183559.999999565,2
"10510",528971.000000114,185424.999999558,2
"10511",526141.000000102,186167.999999613,2
"10512",526668.000000104,184042.999999604,2
"10513",526104.000000102,185180.999999614,2
"10514",529133.000000115,185465.999999554,2
"10515",530260.00000012,181224.999999534,2
"10516",529354.000000116,181806.999999552,2
"10517",526706.000000104,184404.999999603,2
"10518",528896.000000114,182402.999999562,2
"10519",531276.000000125,181992.999999511,2
"10520",528991.000000114,184589.999999557,2
"10521",527786.000000109,184829.999999583,2
"10522",527488.000000108,185174.999999588,2
"10523",525187.000000098,184787.99999963,2
"10524",525118.000000098,184799.999999631,2
"10525",528956.000000114,184487.999999558,2
"10526",528047.00000011,184215.999999577,2
"10527",528914.000000114,185492.999999559,2
"10528",529839.000000118,184301.99999954,2
"10529",529254.000000115,182144.999999554,2
"10530",526093.000000102,185025.999999614,2
"10531",527396.000000107,185760.999999589,2
"10532",526190.000000102,185676.999999612,2
"10533",526431.000000103,185512.999999607,2
"10534",528105.00000011,183977.999999576,2
"10535",530194.00000012,182835.999999534,2
"10536",529085.000000115,184133.999999556,2
"10537",525278.000000099,183860.99999963,2
"10538",527019.000000106,185663.999999597,2
"10539",524338.000000095,185307.999999645,2
"10540",525870.000000101,185656.999999618,2
"10541",529071.000000115,183726.999999557,2
"10542",528901.000000114,183733.999999561,2
"10543",528957.000000114,184451.999999559,2
"10544",525278.000000099,183860.99999963,2
"10545",529547.000000117,181576.999999548,2
"10546",528771.000000113,186040.999999561,2
"10547",526554.000000104,185735.999999605,2
"10548",525991.000000101,183977.999999616,2
"10549",529859.000000118,182745.999999541,2
"10550",528963.000000114,183803.999999559,2
"10551",527046.000000106,184522.999999596,2
"10552",529056.000000115,185471.999999557,2
"10553",526224.000000102,184965.999999611,2
"10554",528760.000000113,186108.999999561,2
"10555",527798.000000109,186983.99999958,2
"10556",529552.000000117,185135.999999546,2
"10557",528197.000000111,184425.999999574,2
"10558",529210.000000115,184093.999999554,2
"10559",530526.000000121,181331.999999527,2
"10560",528979.000000114,184778.999999558,2
"10561",525497.000000099,185787.999999624,2
"10562",528231.000000111,184518.999999573,2
"10563",528383.000000112,184369.999999571,2
"10564",531504.000000126,181805.999999506,2
"10565",525429.000000099,185163.999999626,2
"10566",529355.000000116,181785.999999552,2
"10567",529012.000000114,184943.999999558,2
"10568",529315.000000116,181845.999999553,2
"10569",529083.000000115,185467.999999556,2
"10570",525064.000000098,185248.999999633,2
"10571",528367.000000112,185176.99999957,2
"10572",528311.000000111,184015.999999573,2
"10573",529474.000000116,182115.99999955,2
"10574",528964.000000114,184934.999999558,2
"10575",526737.000000105,185162.999999602,2
"10576",528832.000000114,184125.999999561,2
"10577",526243.000000102,184357.999999611,2
"10578",528003.00000011,184579.999999578,2
"10579",528752.000000113,186269.999999562,2
"10580",529716.000000118,183015.999999543,2
"10581",530081.000000119,181165.999999537,2
"10582",530049.000000119,181071.999999538,2
"10583",530128.000000119,181167.999999536,2
"10584",529184.000000115,183334.999999555,2
"10585",524398.000000095,185603.999999643,2
"10586",529377.000000116,181737.999999551,2
"10587",525940.000000101,184055.999999618,2
"10588",530453.000000121,181326.99999953,2
"10589",528205.000000111,185047.999999573,2
"10590",530381.000000121,182906.99999953,2
"10591",526572.000000104,185489.999999605,2
"10592",529114.000000115,184298.999999556,2
"10593",525973.000000101,184475.999999617,2
"10594",525973.000000101,184475.999999617,2
"10595",525973.000000101,184475.999999617,2
"10596",530040.000000119,181070.999999537,2
"10597",531322.000000125,181794.99999951,2
"10598",528930.000000114,184164.999999559,2
"10599",525535.0000001,183720.999999625,2
"10600",525633.0000001,184572.999999622,2
"10601",529914.000000118,184611.999999538,2
"10602",525813.000000101,185523.999999619,2
"10603",526125.000000102,185363.999999613,2
"10604",530866.000000123,182047.99999952,2
"10605",528077.00000011,183990.999999577,2
"10606",525554.0000001,184223.999999624,2
"10607",530140.000000119,182355.999999535,2
"10608",525544.0000001,183737.999999624,2
"10609",526395.000000103,185720.999999608,2
"10610",529059.000000115,182092.999999558,2
"10611",529158.000000115,182172.999999556,2
"10612",530775.000000122,182874.999999522,2
"10613",529370.000000116,181663.999999551,2
"10614",525030.000000098,184795.999999633,2
"10615",525129.000000098,184046.999999632,2
"10616",530903.000000123,182120.999999519,2
"10617",526892.000000105,184667.9999996,2
"10618",525039.000000098,184821.999999632,2
"10619",529581.000000117,183152.999999546,2
"10620",525223.000000098,185709.999999629,2
"10621",529734.000000118,184363.999999542,2
"10622",529112.000000115,185728.999999555,2
"10623",526712.000000104,185251.999999603,2
"10624",528640.000000113,184033.999999566,2
"10625",528844.000000114,184040.999999561,2
"10626",524570.000000096,185073.99999964,2
"10627",528988.000000114,185107.999999558,2
"10628",530373.000000121,182128.999999531,2
"10629",530643.000000122,181350.999999525,2
"10630",527424.000000107,185819.999999589,2
"10631",530082.000000119,181203.999999537,2
"10632",529718.000000118,183182.999999542,2
"10633",528986.000000114,185056.999999557,2
"10634",526810.000000105,185824.9999996,2
"10635",524975.000000097,184269.999999634,2
"10636",528096.00000011,183800.999999576,2
"10637",529214.000000115,184256.999999553,2
"10638",525660.0000001,185390.999999621,2
"10639",529391.000000116,184095.99999955,2
"10640",530098.000000119,182162.999999536,2
"10641",528122.00000011,183997.999999576,2
"10642",526197.000000102,184636.999999611,2
"10643",527457.000000108,184105.99999959,2
"10644",527368.000000107,185546.999999591,2
"10645",526607.000000104,184344.999999605,2
"10646",526623.000000104,185796.999999603,2
"10647",525720.0000001,185948.99999962,2
"10648",524743.000000096,184573.999999639,2
"10649",526792.000000105,185796.999999601,2
"10650",530934.000000123,182476.999999519,2
"10651",530738.000000122,181744.999999523,2
"10652",529240.000000115,184971.999999552,2
"10653",529446.000000116,183195.99999955,2
"10654",529213.000000115,182710.999999555,2
"10655",524501.000000095,185331.999999642,2
"10656",528787.000000113,185003.999999562,2
"10657",525567.0000001,184724.999999624,2
"10658",529537.000000117,183881.999999548,2
"10659",527932.00000011,184175.999999579,2
"10660",527831.000000109,184660.999999581,2
"10661",527347.000000107,184595.999999591,2
"10662",525763.0000001,185963.999999619,2
"10663",529077.000000115,183481.999999558,2
"10664",525832.000000101,185496.999999618,2
"10665",526007.000000102,186205.999999615,2
"10666",530099.000000119,182435.999999536,2
"10667",526993.000000106,184625.999999598,2
"10668",524767.000000097,184515.999999637,2
"10669",526419.000000103,185168.999999607,2
"10670",528374.000000112,183832.999999572,2
"10671",526272.000000103,185564.99999961,2
"10672",525693.0000001,184996.999999621,2
"10673",529815.000000118,181489.999999542,2
"10674",525992.000000102,185079.999999616,2
"10675",525189.000000098,185602.999999629,2
"10676",529042.000000114,185007.999999556,2
"10677",524210.000000094,185372.999999646,2
"10678",525347.000000099,185845.999999627,2
"10679",528435.000000112,186074.999999569,2
"10680",528089.00000011,185080.999999575,2
"10681",529564.000000117,184382.999999547,2
"10682",529244.000000115,182448.999999554,2
"10683",529657.000000117,182772.999999545,2
"10684",529261.000000115,184097.999999553,2
"10685",530927.000000123,181407.999999518,2
"10686",531042.000000124,181346.999999517,2
"10687",530927.000000123,181407.999999518,2
"10688",528061.00000011,185626.999999577,2
"10689",528693.000000113,184661.999999564,2
"10690",526687.000000104,184553.999999604,2
"10691",525236.000000098,184700.999999629,2
"10692",527847.000000109,184711.999999581,2
"10693",526809.000000105,185794.999999601,2
"10694",531339.000000125,181928.999999509,2
"10695",525924.000000101,185342.999999617,2
"10696",529441.000000116,184658.999999549,2
"10697",528159.000000111,187469.999999573,2
"10698",529551.000000117,181920.999999547,2
"10699",526969.000000105,183948.999999599,2
"10700",529635.000000117,184382.999999545,2
"10701",528524.000000112,184224.999999567,2
"10702",529167.000000115,185173.999999554,2
"10703",524812.000000097,184536.999999637,2
"10704",528187.000000111,184968.999999574,2
"10705",530923.000000123,182082.999999519,2
"10706",530440.000000121,182524.999999528,2
"10707",528255.000000111,185092.999999573,2
"10708",529089.000000115,183377.999999556,2
"10709",529196.000000115,184093.999999555,2
"10710",529384.000000116,183895.999999549,2
"10711",530106.000000119,181230.999999536,2
"10712",528029.00000011,184858.999999578,2
"10713",526542.000000104,185121.999999606,2
"10714",529005.000000114,183788.999999558,2
"10715",529177.000000115,184112.999999555,2
"10716",529329.000000116,182557.999999552,2
"10717",530306.00000012,181926.999999532,2
"10718",530547.000000121,182783.999999526,2
"10719",525394.000000099,184273.999999627,2
"10720",529348.000000116,182569.999999552,2
"10721",530698.000000122,182830.999999523,2
"10722",525585.0000001,183748.999999623,2
"10723",530698.000000122,182830.999999523,2
"10724",526613.000000104,185146.999999604,2
"10725",526820.000000105,184575.999999601,2
"10726",530764.000000122,181534.999999523,2
"10727",529038.000000115,182200.999999558,2
"10728",529558.000000117,183564.999999547,2
"10729",529026.000000114,184774.999999557,2
"10730",527122.000000106,185467.999999594,2
"10731",528938.000000114,185544.999999558,2
"10732",524950.000000097,185325.999999634,2
"10733",527148.000000106,184561.999999595,2
"10734",531010.000000124,181644.999999516,2
"10735",528825.000000114,183660.999999561,2
"10736",525344.000000099,183765.999999627,2
"10737",526188.000000102,185178.999999612,2
"10738",529703.000000117,182974.999999545,2
"10739",525561.0000001,184866.999999623,2
"10740",528992.000000114,185345.999999558,2
"10741",526394.000000103,184902.999999609,2
"10742",530213.00000012,183408.999999533,2
"10743",530129.000000119,182553.999999536,2
"10744",525020.000000098,184733.999999633,2
"10745",531342.000000125,181919.999999509,2
"10746",530183.00000012,181610.999999534,2
"10747",529403.000000116,181796.999999551,2
"10748",530337.00000012,181429.999999531,2
"10749",531471.000000126,181913.999999506,2
"10750",531067.000000124,181989.999999516,2
"10751",529535.000000117,184490.999999546,2
"10752",530740.000000122,181923.999999523,2
"10753",530997.000000124,182067.999999518,2
"10754",528137.00000011,184095.999999575,2
"10755",526811.000000105,185695.9999996,2
"10756",528186.000000111,184977.999999574,2
"10757",526631.000000104,184973.999999605,2
"10758",530305.00000012,181339.999999533,2
"10759",526396.000000103,185519.999999609,2
"10760",530693.000000122,182417.999999524,2
"10761",527198.000000107,184506.999999594,2
"10762",526846.000000105,185750.999999599,2
