"","coords.x1","coords.x2","cluster"
"222",548043.000000227,186538.999998991,0
"223",548856.000000233,188696.999998953,0
"224",549653.00000024,186583.999998923,0
"225",547267.000000221,186834.999999022,22
"226",549308.000000237,186090.999998939,0
"227",550179.000000244,185192.999998902,0
"228",548941.000000234,187279.999998952,0
"229",547076.00000022,185769.999999031,0
"230",545587.000000209,184379.999999088,1
"231",546468.000000216,184154.999999055,0
"232",548145.000000228,188612.999998984,0
"233",550571.000000247,184261.999998886,0
"234",546752.000000218,184611.999999044,0
"235",544560.000000202,184144.999999126,1
"236",547942.000000226,187433.999998994,0
"237",550192.000000244,184902.999998903,0
"238",548537.000000231,188323.999998968,0
"239",547324.000000222,186904.999999019,22
"240",544073.000000199,183469.999999145,1
"241",545700.00000021,184115.999999085,1
"242",551023.000000251,186812.999998863,0
"243",547754.000000225,189342.999998999,0
"244",547756.000000225,189338.999998999,0
"245",547940.000000226,187965.999998994,0
"246",547274.000000222,184651.999999024,0
"247",550245.000000244,185262.999998899,0
"248",548102.000000228,186863.999998987,0
"249",550110.000000243,184887.999998906,0
"250",549422.000000238,185718.999998934,0
"251",544653.000000203,184328.999999124,1
"252",549488.000000238,185819.999998931,0
"253",550887.00000025,186436.999998868,0
"254",545949.000000212,184230.999999076,0
"255",549863.000000241,185366.999998915,0
"256",547579.000000224,183479.999999013,0
"257",548090.000000227,188657.999998986,0
"258",548789.000000233,188344.999998957,0
"259",548336.000000229,189374.999998975,0
"260",544756.000000203,184662.999999119,1
"261",549034.000000235,186862.99999895,0
"262",550571.000000247,184651.999998886,0
"263",549984.000000242,185158.999998911,0
"264",549735.00000024,185814.999998921,0
"265",547331.000000222,183502.999999022,0
"266",549280.000000237,186157.99999894,0
"267",550261.000000245,184912.999998899,0
"268",546639.000000217,185804.999999047,0
"269",548509.000000231,185493.999998972,0
"270",548884.000000234,187068.999998955,0
"271",549487.000000238,185149.999998933,0
"272",547977.000000227,188046.999998991,0
"273",544222.0000002,184410.999999138,1
"274",549704.00000024,183440.999998925,0
"275",544798.000000204,184337.999999118,1
"276",544210.0000002,184131.99999914,1
"277",549019.000000235,182021.999998955,0
"278",547132.000000221,184829.999999029,0
"279",547792.000000225,189789.999998997,0
"280",545020.000000205,183895.99999911,1
"281",546997.00000022,184582.999999033,0
"282",549244.000000237,185157.999998941,0
"283",549447.000000238,186265.999998931,0
"284",548738.000000232,187966.99999896,0
"285",548268.000000229,189201.999998978,0
"286",544592.000000202,184537.999999125,1
"287",545763.000000211,184173.999999081,0
"288",545497.000000209,183284.999999094,0
"289",545515.000000209,183133.999999093,0
"290",546390.000000215,183020.99999906,0
"291",545756.000000211,183271.999999083,0
"292",545808.000000211,182929.999999083,0
"293",546804.000000218,183858.999999043,0
"294",544420.000000201,184092.999999131,1
"295",550233.000000244,186257.999998897,0
"296",550089.000000243,185955.999998905,0
"297",547729.000000225,187946.999999001,0
"298",547730.000000225,187933.999999001,0
"299",546262.000000214,184216.999999064,0
"300",546518.000000216,183941.999999052,0
"301",547805.000000225,187095.999998999,0
"302",544463.000000202,184792.99999913,1
"303",548221.000000229,187464.999998982,0
"304",547613.000000224,187420.999999006,22
"305",549737.00000024,185812.999998921,0
"306",550770.000000249,184363.999998877,0
"307",543707.000000196,184297.999999157,1
"308",545140.000000206,183592.999999107,1
"309",548110.000000228,187967.999998985,0
"310",549643.00000024,185798.999998925,0
"311",548280.000000229,185488.999998982,0
"312",544742.000000203,184228.999999119,1
"313",543903.000000198,184059.999999151,1
"314",546501.000000216,184332.999999055,0
"315",549271.000000237,185161.999998941,0
"316",545153.000000206,183147.999999106,0
"317",548670.000000232,188188.999998962,0
"318",548414.00000023,186277.999998976,0
"319",545687.00000021,183499.999999087,0
"320",545788.000000211,184611.99999908,0
"321",547956.000000227,185471.999998995,0
"322",549273.000000237,186181.999998939,0
"323",544516.000000202,183955.999999129,1
"324",544371.000000201,184293.999999134,1
"325",544212.0000002,184356.999999139,1
"326",546692.000000217,183694.999999048,0
"327",546513.000000216,185116.999999053,0
"328",549057.000000235,186799.999998948,0
"329",546959.000000219,184311.999999037,0
"330",548436.00000023,186899.999998974,0
"331",545424.000000208,184225.999999094,1
"332",549307.000000237,183972.99999894,0
"333",544135.000000199,183424.999999143,1
"334",548103.000000228,183802.999998991,0
"335",549633.00000024,185956.999998925,0
"336",549514.000000239,183415.999998933,0
"337",548180.000000229,182838.999998991,0
"338",550015.000000243,183529.999998911,0
"339",550276.000000245,185256.999998898,0
"340",547157.000000221,186848.999999026,22
"341",548127.000000228,188555.999998985,0
"342",544185.0000002,183345.999999141,1
"343",549411.000000238,184344.999998936,0
"344",548666.000000232,186174.999998965,0
"345",547110.00000022,184030.999999031,0
"346",548756.000000233,183188.999998965,0
"347",543924.000000198,184631.999999149,1
"348",548330.00000023,182400.999998985,0
"349",547950.000000227,186427.999998994,0
"350",545565.000000209,184530.999999089,1
"351",550239.000000244,184939.999998899,0
"352",550312.000000245,186033.999998895,0
"353",547078.00000022,183961.999999032,0
"354",548896.000000234,187434.999998954,0
"355",544853.000000204,184662.999999115,1
"356",549193.000000236,186661.999998943,0
"357",546430.000000215,185602.999999055,0
"358",546464.000000216,184326.999999055,0
"359",549087.000000235,183554.99999895,0
"360",548940.000000234,186789.999998953,0
"361",544111.000000199,184392.999999143,1
"362",546401.000000215,185191.999999057,0
"363",546874.000000219,183048.999999041,0
"364",548818.000000233,185006.99999896,0
"365",546091.000000213,182734.999999072,0
"366",550059.000000243,185942.999998907,0
"367",548792.000000233,188352.999998958,0
"368",550156.000000244,184893.999998904,0
"369",549061.000000235,185589.99999895,0
"370",549313.000000237,186578.999998937,0
"371",544150.000000199,184089.999999141,1
"372",548701.000000232,190529.999998958,0
"373",546680.000000217,182822.999999049,0
"374",550066.000000243,184580.999998908,0
"375",549354.000000237,185828.999998937,0
"376",550079.000000243,184253.999998907,0
"377",547241.000000221,185538.999999023,0
"378",545606.00000021,182076.999999091,0
"379",548184.000000228,184042.999998988,0
"380",546312.000000215,185028.999999061,0
"381",544263.0000002,183871.999999138,1
"382",550364.000000245,184565.999998896,0
"383",549859.000000241,184341.999998917,0
"384",548932.000000234,186779.999998954,0
"385",544056.000000199,184713.999999144,1
"386",547756.000000225,185781.999999002,0
"387",550846.000000249,186819.999998869,0
"388",547195.000000221,186472.999999024,0
"389",547110.00000022,185528.99999903,0
"390",548184.000000228,189971.999998981,0
"391",547257.000000222,183370.999999026,0
"392",549721.00000024,187144.999998919,0
"393",549860.000000241,186382.999998915,0
"394",547837.000000226,187934.999998998,0
"395",548560.000000231,187657.999998968,0
"396",549606.000000239,186717.999998925,0
"397",546871.000000219,183761.999999041,0
"398",546290.000000214,182973.999999065,0
"399",547047.00000022,183521.999999034,0
"400",545102.000000206,183878.999999107,1
"401",548903.000000234,186848.999998955,0
"402",545370.000000208,183954.999999097,1
"403",546527.000000216,182745.999999056,0
"404",545411.000000208,183953.999999096,1
"405",545011.000000205,184297.99999911,1
"406",549179.000000236,187060.999998944,0
"407",544309.0000002,184221.999999136,1
"408",544549.000000202,183897.999999127,1
"409",547819.000000225,187900.999998997,0
"410",550377.000000246,184164.999998894,0
"411",549335.000000237,185845.999998937,0
"412",547987.000000227,189552.999998989,0
"413",544276.0000002,184063.999999138,1
"414",550222.000000244,184657.999998901,0
"415",547114.00000022,183942.999999031,0
"416",546765.000000218,182911.999999046,0
"417",548311.00000023,182710.999998984,0
"418",547174.000000221,184660.999999028,0
"419",547393.000000222,186618.999999017,0
"420",544022.000000198,184413.999999146,1
"421",546271.000000214,185053.999999062,0
"422",545900.000000212,184799.999999076,0
"423",548715.000000232,187903.999998961,0
"424",549462.000000238,186622.999998932,0
"425",550611.000000247,184583.999998884,0
"426",550931.00000025,187205.999998866,0
"427",545390.000000208,183679.999999097,1
"428",546318.000000215,184048.999999062,0
"429",548352.00000023,182904.999998982,0
"430",547637.000000224,189743.999999003,0
"431",548879.000000234,182188.999998962,0
"432",550290.000000245,185220.999998897,0
"433",544392.000000201,184458.999999133,1
"434",549303.000000237,185197.99999894,0
"435",544153.000000199,184670.999999141,1
"436",548419.00000023,187296.999998974,0
"437",546525.000000216,184252.999999053,0
"438",548826.000000233,183850.999998962,0
"439",548882.000000234,186848.999998955,0
"440",548428.00000023,188621.999998973,0
"441",548924.000000234,182837.999998959,0
"442",545748.000000211,182761.999999085,0
"443",549395.000000238,183988.999998938,0
"444",548809.000000233,186299.999998959,0
"445",548731.000000233,183884.999998965,0
"446",548712.000000232,188357.999998961,0
"447",551215.000000252,186719.999998853,0
"448",545418.000000208,182980.999999097,0
"449",544557.000000202,183661.999999128,1
"450",547467.000000223,183830.999999016,0
"451",548841.000000233,190741.999998952,0
"452",546150.000000213,184179.999999069,0
"453",546620.000000217,185847.999999047,0
"454",549255.000000237,186580.999998941,0
"455",548151.000000228,187973.999998984,0
"456",545126.000000206,183641.999999107,1
"457",549139.000000236,182995.99999895,0
"458",550684.000000248,185233.99999888,0
"459",550520.000000247,184698.999998888,0
"460",548868.000000234,184890.999998958,0
"461",545010.000000205,183838.99999911,1
"462",546960.000000219,184767.999999036,0
"463",543971.000000198,183416.99999915,1
"464",544977.000000205,183701.999999113,1
"465",544933.000000205,184094.999999114,1
"466",548880.000000234,183335.99999896,0
"467",544917.000000205,182975.999999114,0
"468",546502.000000216,182711.999999056,0
"469",550197.000000244,185252.9999989,0
"470",547876.000000226,183657.999999,0
"471",550236.000000244,185866.999998899,0
"472",544223.0000002,183444.999999141,1
"473",548871.000000234,187237.999998956,0
"474",549629.000000239,185944.999998926,0
"475",549310.000000237,185842.999998939,0
"476",548175.000000228,188076.999998984,0
"477",547617.000000224,184441.99999901,0
"478",545801.000000211,184596.99999908,0
"479",545402.000000208,183865.999999096,1
"480",544662.000000203,183738.999999124,1
"481",548929.000000234,186482.999998954,0
"482",545031.000000205,184516.999999109,1
"483",550108.000000243,185887.999998904,0
"484",546075.000000213,183611.999999071,0
"485",544361.000000201,184836.999999133,1
"486",544276.0000002,184063.999999138,1
"487",550418.000000246,185304.999998891,0
"488",544361.000000201,184110.999999135,1
"489",544276.0000002,184063.999999138,1
"490",548238.000000229,183668.999998986,0
"491",544392.000000201,184458.999999133,1
"492",548145.000000228,182158.999998991,0
"493",547499.000000223,186116.999999013,0
"494",549973.000000242,184287.999998913,0
"495",548926.000000234,186079.999998956,0
"496",549303.000000237,183998.999998941,0
"497",544757.000000203,183742.999999121,1
"498",549152.000000236,186158.999998946,0
"499",548823.000000233,186947.999998957,0
"500",544320.0000002,183230.999999137,1
"501",544292.0000002,184357.999999136,1
"502",550638.000000248,184604.999998883,0
"503",546882.000000219,186101.999999037,0
"504",547663.000000225,183461.99999901,0
"505",544063.000000199,183528.999999146,1
"506",546195.000000214,185405.999999065,0
"507",547672.000000225,184446.999999008,0
"508",544462.000000201,183943.99999913,1
"509",548976.000000234,186980.999998951,0
"510",545352.000000208,183913.999999098,1
"511",547584.000000224,184390.999999012,0
"512",543897.000000198,183868.999999152,1
"513",544336.000000201,184270.999999136,1
"514",544024.000000198,184278.999999147,1
"515",546806.000000218,185369.999999041,0
"516",547228.000000221,185299.999999024,0
"517",544329.000000201,184110.999999135,1
"518",546091.000000213,182734.999999072,0
"519",546382.000000215,184158.99999906,0
"520",548577.000000231,188191.999998967,0
"521",549787.000000241,184577.99999892,0
"522",549134.000000236,183540.99999895,0
"523",546244.000000214,184288.999999064,0
"524",544195.0000002,184791.99999914,1
"525",547849.000000226,187936.999998998,0
"526",549365.000000237,184569.999998938,0
"527",550064.000000243,184619.999998908,0
"528",545939.000000212,185090.999999076,0
"529",548919.000000234,186815.999998954,0
"530",547766.000000225,187870.999999,0
"531",547703.000000225,186589.999999004,0
"532",545073.000000206,184722.999999107,1
"533",548462.000000231,186277.999998973,0
"534",549637.00000024,185747.999998925,0
"535",548405.00000023,189512.999998972,0
"536",547095.00000022,186988.999999029,22
"537",549110.000000236,184897.999998948,0
"538",547799.000000225,186600.999999001,0
"539",548434.00000023,187650.999998972,0
"540",549121.000000236,181821.999998952,0
"541",547428.000000223,186014.999999016,0
"542",544477.000000202,184195.99999913,1
"543",544389.000000201,184644.999999132,1
"544",545141.000000206,183615.999999107,1
"545",549519.000000239,186867.999998928,0
"546",549962.000000242,185151.999998912,0
"547",549973.000000242,184410.999998912,0
"548",548222.000000229,185405.999998985,0
"549",548410.00000023,183252.99999898,0
"550",545755.000000211,182254.999999085,0
"551",544309.0000002,184221.999999136,1
"552",547907.000000226,185697.999998997,0
"553",548450.00000023,186900.999998973,0
"554",545565.000000209,182497.999999092,0
"555",549916.000000242,185138.999998913,0
"556",548514.000000231,186737.999998971,0
"557",547317.000000222,185749.999999021,0
"558",545983.000000212,182838.999999076,0
"559",548097.000000228,183627.999998991,0
"560",549217.000000236,186859.999998941,0
"561",547436.000000223,185123.999999017,0
"562",546214.000000214,183155.999999067,0
"563",548881.000000234,185858.999998956,0
"564",544229.0000002,184080.999999139,1
"565",546687.000000217,185419.999999046,0
"566",550176.000000244,185118.999998902,0
"567",548200.000000228,187836.999998982,0
"568",547139.00000022,187010.999999026,22
"569",548908.000000234,186803.999998955,0
"570",546904.000000219,186167.999999036,0
"571",546075.000000213,183611.999999071,0
"572",544893.000000204,184587.999999114,1
"573",547126.00000022,184271.99999903,0
"574",543923.000000198,183735.99999915,1
"575",544625.000000203,184437.999999124,1
"576",544631.000000203,184527.999999124,1
"577",548892.000000234,187168.999998955,0
"578",543825.000000197,184235.999999153,1
"579",547106.00000022,186984.999999026,22
"580",545819.000000211,184412.99999908,0
"581",549701.00000024,183851.999998924,0
"582",550765.000000249,184875.999998876,0
"583",549319.000000237,184114.999998941,0
"584",550382.000000246,184835.999998893,0
"585",550871.000000249,187067.999998868,0
"586",546985.000000219,183990.999999035,0
"587",544352.000000201,184173.999999133,1
"588",546975.000000219,185266.999999033,0
"589",548079.000000227,189202.999998986,0
"590",549835.000000241,183872.999998918,0
"591",549344.000000237,186964.999998936,0
"592",549253.000000237,186831.99999894,0
"593",549376.000000237,186783.999998934,0
"594",549424.000000238,184391.999998935,0
"595",547164.000000221,186964.999999025,22
"596",549050.000000235,186830.999998948,0
"597",549952.000000242,186136.999998911,0
"598",549706.00000024,184508.999998923,0
"599",544022.000000198,184786.999999145,1
"600",550539.000000247,187127.999998885,0
"601",547043.00000022,187042.99999903,22
"602",550202.000000244,185253.9999989,0
"603",544684.000000203,184580.999999122,1
"604",550837.000000249,184635.999998874,0
"605",549345.000000237,183840.99999894,0
"606",544158.000000199,183954.999999141,1
"607",548430.00000023,186485.999998974,0
"608",550635.000000248,184581.999998883,0
"609",549503.000000239,186065.99999893,0
"610",544595.000000202,183223.999999127,1
"611",548978.000000235,183625.999998956,0
"612",548217.000000229,182222.999998989,0
"613",550059.000000243,185942.999998907,0
"614",545443.000000208,184322.999999094,1
"615",545148.000000206,185135.999999105,1
"616",548248.000000229,189967.999998978,0
"617",544937.000000205,183873.999999113,1
"618",548950.000000234,183411.999998957,0
"619",549084.000000235,183495.999998952,0
"620",547621.000000224,182898.999999012,0
"621",550168.000000244,185589.999998902,0
"622",544815.000000204,184324.999999117,1
"623",544138.000000199,183992.999999142,1
"624",548839.000000233,188245.999998955,0
"625",550954.00000025,185355.999998867,0
"626",549984.000000242,185158.999998911,0
"627",549636.00000024,183761.999998927,0
"628",549969.000000242,185120.999998912,0
"629",546980.000000219,184491.999999036,0
"630",551213.000000252,187283.999998852,0
"631",547777.000000225,187815.999999,0
"632",546505.000000216,183912.999999055,0
"633",548579.000000231,187298.999998967,0
"634",549735.000000241,183727.999998923,0
"635",550879.00000025,184718.999998872,0
"636",548891.000000234,187050.999998954,0
"637",547664.000000224,186589.999999006,0
"638",549036.000000235,185362.999998951,0
"639",547648.000000224,184170.999999009,0
"640",548448.00000023,188140.999998973,0
"641",544198.0000002,184368.99999914,1
"642",547828.000000226,186899.999998999,0
"643",547873.000000226,186212.999998997,0
"644",546257.000000214,183329.999999065,0
"645",544059.000000199,184684.999999145,1
"646",550767.000000249,187034.999998874,0
"647",545864.000000211,183337.99999908,0
"648",548641.000000232,188344.999998963,0
"649",551175.000000252,187133.999998855,0
"650",548892.000000234,187686.999998953,0
"651",546998.00000022,185423.999999033,0
"652",547601.000000224,186397.999999009,0
"653",545969.000000212,185393.999999073,0
"654",546599.000000217,182948.999999053,0
"655",549460.000000238,184572.999998934,0
"656",545767.000000211,182145.999999085,0
"657",522064.000000086,189873.99999968,2
"658",526584.000000104,192504.9999996,2
"659",522467.000000088,188853.999999674,2
"660",523119.00000009,194976.999999661,0
"661",521722.000000085,190208.999999686,0
"662",522942.00000009,192169.999999666,0
"663",528507.000000112,190657.999999564,2
"664",527312.000000107,189366.99999959,2
"665",524909.000000097,186605.999999635,2
"666",526486.000000103,192440.999999602,2
"667",525421.000000099,191008.999999623,2
"668",527451.000000107,189193.999999587,2
"669",523981.000000093,195430.999999646,0
"670",523969.000000093,186605.999999651,2
"671",524617.000000096,187357.999999639,2
"672",521146.000000083,193553.999999693,3
"673",522927.00000009,190939.999999666,0
"674",526398.000000103,193745.999999604,2
"675",524279.000000095,188193.999999645,2
"676",526726.000000104,192325.999999598,2
"677",525460.000000099,190620.999999622,2
"678",519098.000000076,193625.999999722,0
"679",522987.00000009,188562.999999666,2
"680",526299.000000103,192576.999999606,2
"681",525589.0000001,191207.999999621,2
"682",525041.000000098,194265.999999628,0
"683",526984.000000105,192300.999999594,2
"684",524767.000000097,188544.999999636,2
"685",524827.000000097,188611.999999636,2
"686",525138.000000098,187697.99999963,2
"687",524490.000000095,196556.999999637,0
"688",520908.000000082,192719.999999697,3
"689",526958.000000105,188223.999999596,2
"690",519391.000000077,191763.999999719,4
"691",518180.000000073,194252.999999734,0
"692",526396.000000103,192159.999999604,2
"693",526784.000000105,189934.999999598,2
"694",528177.000000111,192468.99999957,0
"695",521545.000000085,189514.999999687,0
"696",524038.000000094,186965.999999649,2
"697",526210.000000102,192122.999999609,2
"698",526421.000000103,194281.999999603,0
"699",521121.000000083,193513.999999693,3
"700",528164.00000011,192360.999999571,0
"701",522423.000000088,188578.999999674,2
"702",524099.000000094,190534.999999646,2
"703",523119.00000009,191553.999999662,0
"704",523614.000000092,189700.999999655,2
"705",524786.000000097,187471.999999636,2
"706",524898.000000097,188527.999999634,2
"707",524694.000000096,194713.999999635,0
"708",523424.000000091,189772.999999659,2
"709",522162.000000087,187786.999999681,2
"710",520655.000000081,192319.9999997,3
"711",526432.000000103,187288.999999606,2
"712",526604.000000104,191951.999999601,2
"713",519048.000000076,191969.999999724,4
"714",524989.000000097,196284.999999628,0
"715",522471.000000088,190540.999999673,2
"716",519412.000000077,192335.999999719,4
"717",524586.000000096,186556.99999964,2
"718",524434.000000095,187684.999999643,2
"719",520147.00000008,190533.99999971,4
"720",522384.000000088,191562.999999674,0
"721",527059.000000106,188747.999999594,2
"722",528573.000000112,194244.999999561,0
"723",521946.000000086,192250.999999681,3
"724",524666.000000096,196391.999999635,0
"725",524869.000000097,188405.999999634,2
"726",522408.000000088,190057.999999674,2
"727",525360.000000099,190459.999999625,2
"728",526528.000000104,191939.999999602,2
"729",523229.000000091,196556.999999658,0
"730",522034.000000086,188127.999999681,2
"731",525497.000000099,186604.999999624,2
"732",527056.000000106,193617.999999591,0
"733",524963.000000097,190127.999999632,2
